,comment,sentiment,comment_len
1298,اصلا در موردش شک نکنید از گوشی های گلکسی یانگ ایکس ۱۰ و حتی سونی ایکس پریا یو خیلی برتره,1,20
1299,برخی کمپانی ها با تولید اسکنرهای بسیار کوچک که تحت عنوان اسکنرهای دستی به بازار معرفی شدند توانستند کمک بسیار شایانی به افراد مختلف بکنند,2,25
1300,این دوربین با توجه به نوع کاربرد و فعالیتی که به آن می پردازید در سه مدل متفاوت عرضه می شود ۱ مدل HD Helmet HERO که دارای تجهیزاتی تکمیلی برای اتصال به انواع کلاههای ورزشی می باشد,0,38
1301,کنترل چند رسانه جهانی این وسیله در شنیدن موسیقی و پخش DVD کاربرد فراوانی دارد,1,15
1302,سلام,0,1
1303,آخری توانایی فوکوس در فاصله ی بسیار نزدیک را دارد,0,10
1304,از نظر ارگونومی و طراحی به دلیل شباهت بسیار زیادی که بین این دو وجود دارد توضیح بیشتری نمی دهیم و برای کسب اطلاعات بیشتر در این زمینه می توانید به نقد و بررسی دوربین HX۱۰۰v مراجعه کنید,0,40
1305,نام دیگه این دوربین IXY هست که مخصوص فروش در ژاپن هست,0,12
1306,سلام بعد از چند ماه استفاده می تونم بگم معایب صدای گوشی در جاهای کمی شلوغ مثل ماشین خیلی پائین دکمه های پائینش با اینکه بعد چند وقت بهش عادت می کنین دلچسب نیست در طراحیش فضای غیر قابل استفاده زیادی دیده میشه که همین موضوع باعث الکی بزرگ شدن گوشی شده محاسن دوربینش در روز و جایی که نور کافی باشه عالی تاچش خیلی خوب و خیلی خیلی کم هنگ داره کیفیت فیلم و عکسش خیلی خوبه و در کل گوشی معمولیه,0,83
1307,نسبت به مدل پیشین تغییر پیدا کرده,0,7
1308,این هارد دیسک در مقایسه با یکسری از هارد دیسک های موجود در بازار از نقاط قوت خوبی بهره میبرد,1,20
1309,راستش من یه ۴۲ اش رو دارم ازش راضی ام اما به قول دوستمون مصرفش بالاست یه کم و صد البته گرمای روی سطح تلویزیون و پشتش هم زیاده بطوریکه در ایام تابستان اگه کولر نباشه و زمستان که بخاری روشنه این گرما زیاد احساس میشه ولی کیفیت تصویرش به نظر من خیلی خوبه,1,54
1310,بنابراین از کیفیت عکس های FT۳ بسیار راضی هستیم,2,9
1311,موفق باشید,0,2
1312,اما ارزش این در مقابل قیمتش واقعا بالاتره,2,8
1313,چنانچه هر دو برای شما مهمه و کمی افت در کیفیت عکسها شما رو دلخور نمی کنه من به شما سونی رو پیشنهاد می کنم و برای عکاسی حرفه ای تر و تا حدی نادیده گرفتن فیلمبرداری با سرعت بالاتر ٬ پیشنهاد می کنم کانن رو هرگز از سبد خریدتون حذف نکنید,0,52
1314,بله این کنسول هک شده و کپی خور می باشد و بازی های آن نیز در حال حاضر در بازار یافت می شوند,-1,23
1315,بخصوص که نیاز به پاور برق شهر نداره,1,8
1316,سلام,0,1
1317,همچنین یک پایه ی نگهدارنده نیز برای آن وجود دارد که می توان از آن به صورت عمودی استفاده کرد,0,20
1318,در اکتبر ۲۰۰۷ به طور انبوه عرضه شد,1,8
1319,در بالا سمت چپ کیبورد و در کنار بلندگوی لپ تاپ کلید پاور دستگاه قرار دارد,0,16
1320,هفت ویژگی مهم برای نکسوس هفت جدید۱,0,7
1321,خیلی خوش دسته,2,3
1322,چون بعضی ها ترجیح میدن که یک گوشی بخرند که راحت تو جیبشون جا بشه و بتونن هرجایی ببرنش و از سوی دیگه اختلاف قیمت زیادی بین این دو مدل است,0,31
1323,برخلاف مدل P۵۱۰ که نمایشگر چرخنده ی آن فقط توانایی گردش به سمت های بالا و پایین را داشت نمایشگر چرخنده ی P۵۲۰ دارای یک لولا در قسمت سمت چپ است و می تواند به سمت های مختلف گردش کند,1,42
1324,به نظر من خریدن HTC ONE X PLUS ارزشش بیشتره چون سخت افزاره قوی تری داره,1,16
1325,خدمات تندرستی Fitness ممکن است در تمام مناطق در دسترس نباشد,0,11
1326,من که از همین جا خریدم منتظرم به دستم برسه,0,10
1327,منم مثل خیلی های دیگه عشق نیکون و کانن رو داشتم,0,11
1328,متاسفانه بر خلاف مدل پیشین PadFone ۲ دارای کیبورد جداگانه نبوده و نمی توان از آن به عنوان یک نت بوک استفاده کرد و این موضوع ممکن است باعث شود که تعدادی از دارندگان مدل پیشین تمایل خود را برای ارتقا به PadFone ۲ از دست بدهند,0,47
1329,هر عکس JPEG برای ذخیره شدن بر روی کارت حافظه به ۲ تا ۳ ثانیه زمان احتیاج دارد,0,18
1330,دوربین خوب,1,2
1331,بنده یه دو روزی با این تبلت کار کردم اما با این که تبلت خوش دستی هست اما مشکل اساسیش در عدم کار کردن wifi سیم کارت با هم هست یعنی اگر سیم کارت روی تبلت باشه و حتی اگه به حالت نمایه پرواز ببرین باز wifi شناسایی نمیشه و تا زمانی که سیم رو از روی تبلت در نیارین شبکه های wifi مورد استفاده قرار نمی گیرن,-1,68
1332,من همین امروز گوشی رو خریدم گوشی واقعا عالیه دوربین با کیفیت بالا و اینکه نسبت به قیمتش اندوریدش خیلی بالاست ولی بدیش اینه که منو نداره نمی خوام به خاطر همین یک ایراد ازش امتیاز کم کنم ولی گوشی ای که این همه امکانات داره نسبت به قیمتش واقعا مناسبه توصیه میکنم این گوشی رو بگیرین,1,57
1333,من این دوربینو تازه خریدم تو این تایم کمی که دارمش فقط میتونم بگم محشره,2,15
1334,شاید اپل تو نسل بعدی جبران کنه,0,7
1335,من در آخر اینو بهتون بگم که قبل از اینکه ray بخرم خیلی تحقیق کردم و به این نتیجه رسیدم که تو این رنج قیمت بهترین انتخاب xperia ray هست و حتی از سامسونگ گالاکسی ace هم از همه لحاظ بالاتره,1,41
1336,تو رزولوشن هم از اپل بالاتر نباشه کمتر هم نیست,0,10
1337,ولی قیمتی تقریبا ۲ برابر این دوربین رو هم باید بپردازید در عین حال انتخاب با شماست,0,17
1338,منو عالیه,2,2
1339,این آیتم یعنی جی پی آر اس در شرایطی وجود داره که تبلت سیمکارت بخوره و تبلت GSPAD X۷ قابلیت نصب سیم کارت رو نداره,-1,25
1340,شاید بهتر بود که ال جی بر روی این گوشی از نسخه ۴ سیستم عامل اندروید استفاده می نمود,0,19
1341,در شرایط نوری خوب ویدیوها کاملا طبیعی به نظر می رسند و هیچ گونه غلظت اضافی رنگ وجود ندارد,0,19
1342,من خریدم خیلی هم راضیم,2,5
1343,در کل باید گفت که HP LaserJet P۱۱۰۲ به عنوان یک پرینتر لیزری تک رنگ سطح مبتدی عملکرد و ویژگی های خیلی خوبی را ارایه می دهد,2,28
1344,حال ممکن است این پرسش وجود داشته باشد که آیا این متن باز نمی تواند جولانگاهی برای سازندگان ویروس ها و بدافزار ها باشد,0,23
